disp(nameNet)
D:\OneDrive - City, University of London\Acad\Research\texture\Horiz_Vert_Diag\Network_Case_1A
D:\OneDrive - City, University of London\Acad\Research\texture\Horiz_Vert_Diag\Network_Case_1A
Training on single CPU.
Initializing input data normalization.
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |     Loss     |      Rate       |
|========================================================================================|
|      51 |       10450 |       00:53:59 |       66.77% |       0.9326 |          0.0010 |
|      51 |       10500 |       00:54:14 |       65.79% |       0.9701 |          0.0010 |
|      52 |       10550 |       00:54:30 |       65.49% |       0.9877 |          0.0010 |
|      52 |       10600 |       00:54:45 |       68.82% |       0.9120 |          0.0010 |
|      52 |       10650 |       00:55:00 |       68.75% |       0.8967 |          0.0010 |
|      52 |       10700 |       00:55:15 |       69.14% |       0.8885 |          0.0010 |
|      53 |       10750 |       00:55:31 |       69.53% |       0.8806 |          0.0010 |
|      53 |       10800 |       00:55:46 |       70.18% |       0.8653 |          0.0010 |
|      53 |       10850 |       00:56:01 |       69.10% |       0.9046 |          0.0010 |
|      53 |       10900 |       00:56:16 |       72.97% |       0.7887 |          0.0010 |
|      54 |       10950 |       00:56:31 |       70.31% |       0.8507 |          0.0010 |
|      54 |       11000 |       00:56:47 |       67.42% |       0.9192 |          0.0010 |
|      54 |       11050 |       00:57:02 |       70.07% |       0.8766 |          0.0010 |
|      54 |       11100 |       00:57:17 |       67.21% |       0.9328 |          0.0010 |
|      55 |       11150 |       00:57:32 |       69.22% |       0.8791 |          0.0010 |
|      55 |       11200 |       00:57:47 |       68.98% |       0.8756 |          0.0010 |
|      55 |       11250 |       00:58:02 |       69.89% |       0.8775 |          0.0010 |
|      55 |       11300 |       00:58:18 |       70.99% |       0.8467 |          0.0010 |
|      56 |       11350 |       00:58:33 |       69.34% |       0.8587 |          0.0010 |
|      56 |       11400 |       00:58:48 |       66.44% |       0.9421 |          0.0010 |
|      56 |       11450 |       00:59:03 |       68.12% |       0.9110 |          0.0010 |
|      56 |       11500 |       00:59:19 |       68.30% |       0.9062 |          0.0010 |
|      57 |       11550 |       00:59:34 |       68.99% |       0.8988 |          0.0010 |
|      57 |       11600 |       00:59:49 |       68.59% |       0.8951 |          0.0010 |
|      57 |       11650 |       01:00:04 |       70.04% |       0.8705 |          0.0010 |
|      57 |       11700 |       01:00:19 |       71.26% |       0.8456 |          0.0010 |
|      58 |       11750 |       01:00:35 |       66.44% |       0.9397 |          0.0010 |
|      58 |       11800 |       01:00:50 |       64.89% |       0.9805 |          0.0010 |
|      58 |       11850 |       01:01:05 |       68.27% |       0.8952 |          0.0010 |
|      58 |       11900 |       01:01:20 |       70.65% |       0.8407 |          0.0010 |
|      59 |       11950 |       01:01:36 |       69.17% |       0.8766 |          0.0010 |
|      59 |       12000 |       01:01:51 |       67.26% |       0.9295 |          0.0010 |
|      59 |       12050 |       01:02:06 |       70.66% |       0.8405 |          0.0010 |
|      59 |       12100 |       01:02:21 |       67.87% |       0.8984 |          0.0010 |
|      59 |       12150 |       01:02:36 |       65.02% |       0.9869 |          0.0010 |
|      60 |       12200 |       01:02:51 |       66.91% |       0.9447 |          0.0010 |
|      60 |       12250 |       01:03:07 |       70.74% |       0.8577 |          0.0010 |
|      60 |       12300 |       01:03:22 |       69.80% |       0.8713 |          0.0010 |
|      60 |       12350 |       01:03:38 |       67.51% |       0.9263 |          0.0010 |
|      61 |       12400 |       01:03:53 |       68.40% |       0.9021 |          0.0010 |
|      61 |       12450 |       01:04:08 |       66.71% |       0.9465 |          0.0010 |
|      61 |       12500 |       01:04:24 |       70.03% |       0.8769 |          0.0010 |
|      61 |       12550 |       01:04:39 |       68.31% |       0.9021 |          0.0010 |
|      62 |       12600 |       01:04:54 |       71.96% |       0.8182 |          0.0010 |
|      62 |       12650 |       01:05:09 |       66.33% |       0.9340 |          0.0010 |
|      62 |       12700 |       01:05:24 |       68.36% |       0.9144 |          0.0010 |
|      62 |       12750 |       01:05:40 |       73.38% |       0.7782 |          0.0010 |
|      63 |       12800 |       01:05:55 |       71.26% |       0.8422 |          0.0010 |
|      63 |       12850 |       01:06:10 |       70.21% |       0.8432 |          0.0010 |
|      63 |       12900 |       01:06:25 |       67.02% |       0.9248 |          0.0010 |
|      63 |       12950 |       01:06:40 |       70.69% |       0.8269 |          0.0010 |
|      64 |       13000 |       01:06:55 |       67.49% |       0.9086 |          0.0010 |
|      64 |       13050 |       01:07:11 |       70.99% |       0.8307 |          0.0010 |
|      64 |       13100 |       01:07:26 |       68.14% |       0.9082 |          0.0010 |
|      64 |       13150 |       01:07:41 |       68.00% |       0.8853 |          0.0010 |
|      65 |       13200 |       01:07:57 |       70.92% |       0.8491 |          0.0010 |
|      65 |       13250 |       01:08:12 |       68.30% |       0.8824 |          0.0010 |
|      65 |       13300 |       01:08:27 |       68.00% |       0.9165 |          0.0010 |
|      65 |       13350 |       01:08:42 |       67.91% |       0.8892 |          0.0010 |
|      66 |       13400 |       01:08:58 |       70.86% |       0.8338 |          0.0010 |
|      66 |       13450 |       01:09:13 |       71.17% |       0.8448 |          0.0010 |
|      66 |       13500 |       01:09:29 |       67.05% |       0.9148 |          0.0010 |
|      66 |       13550 |       01:09:44 |       65.90% |       0.9495 |          0.0010 |
|      67 |       13600 |       01:09:59 |       69.98% |       0.8658 |          0.0010 |
|      67 |       13650 |       01:10:15 |       68.40% |       0.8761 |          0.0010 |
|      67 |       13700 |       01:10:30 |       66.52% |       0.9341 |          0.0010 |
|      67 |       13750 |       01:10:45 |       67.01% |       0.9136 |          0.0010 |
|      67 |       13800 |       01:11:01 |       68.12% |       0.8910 |          0.0010 |
|      68 |       13850 |       01:11:16 |       70.37% |       0.8488 |          0.0010 |
|      68 |       13900 |       01:11:32 |       69.96% |       0.8478 |          0.0010 |
|      68 |       13950 |       01:11:47 |       66.31% |       0.9187 |          0.0010 |
|      68 |       14000 |       01:12:02 |       72.09% |       0.7999 |          0.0010 |
|      69 |       14050 |       01:12:17 |       67.79% |       0.8859 |          0.0010 |
|      69 |       14100 |       01:12:33 |       70.59% |       0.8248 |          0.0010 |
|      69 |       14150 |       01:12:48 |       69.84% |       0.8618 |          0.0010 |
|      69 |       14200 |       01:13:03 |       68.60% |       0.8993 |          0.0010 |
|      70 |       14250 |       01:13:18 |       70.86% |       0.8311 |          0.0010 |
|      70 |       14300 |       01:13:34 |       67.68% |       0.8842 |          0.0010 |
|      70 |       14350 |       01:13:49 |       69.06% |       0.8707 |          0.0010 |
|      70 |       14400 |       01:14:05 |       69.01% |       0.8923 |          0.0010 |
|      71 |       14450 |       01:14:21 |       70.69% |       0.8372 |          0.0010 |
|      71 |       14500 |       01:14:38 |       69.28% |       0.8615 |          0.0010 |
|      71 |       14550 |       01:14:55 |       70.33% |       0.8567 |          0.0010 |
|      71 |       14600 |       01:15:11 |       72.04% |       0.8150 |          0.0010 |
|      72 |       14650 |       01:15:28 |       70.46% |       0.8459 |          0.0010 |
|      72 |       14700 |       01:15:44 |       72.44% |       0.7992 |          0.0010 |
|      72 |       14750 |       01:16:01 |       70.64% |       0.8535 |          0.0010 |
|      72 |       14800 |       01:16:18 |       66.17% |       0.9526 |          0.0010 |
|      73 |       14850 |       01:16:35 |       69.54% |       0.8775 |          0.0010 |
|      73 |       14900 |       01:16:51 |       71.33% |       0.8135 |          0.0010 |
|      73 |       14950 |       01:17:08 |       69.98% |       0.8457 |          0.0010 |
|      73 |       15000 |       01:17:25 |       67.28% |       0.9331 |          0.0010 |
|      74 |       15050 |       01:17:41 |       70.10% |       0.8558 |          0.0010 |
|      74 |       15100 |       01:17:58 |       69.28% |       0.8697 |          0.0010 |
|      74 |       15150 |       01:18:15 |       70.05% |       0.8397 |          0.0010 |
|      74 |       15200 |       01:18:32 |       67.19% |       0.9335 |          0.0010 |
|      75 |       15250 |       01:18:51 |       70.37% |       0.8424 |          0.0010 |
|      75 |       15300 |       01:19:07 |       69.57% |       0.8759 |          0.0010 |
|      75 |       15350 |       01:19:24 |       71.18% |       0.8124 |          0.0010 |
|      75 |       15400 |       01:19:40 |       71.80% |       0.8055 |          0.0010 |
|      75 |       15450 |       01:19:57 |       71.98% |       0.8137 |          0.0010 |
|      76 |       15500 |       01:20:13 |       72.20% |       0.8083 |          0.0010 |
|      76 |       15550 |       01:20:29 |       67.48% |       0.9073 |          0.0010 |
|      76 |       15600 |       01:20:46 |       69.81% |       0.8588 |          0.0010 |
|      76 |       15650 |       01:21:02 |       68.28% |       0.8959 |          0.0010 |
|      77 |       15700 |       01:21:18 |       68.03% |       0.9229 |          0.0010 |
|      77 |       15750 |       01:21:34 |       71.02% |       0.8465 |          0.0010 |
|      77 |       15800 |       01:21:50 |       71.72% |       0.8120 |          0.0010 |
|      77 |       15850 |       01:22:07 |       71.69% |       0.8083 |          0.0010 |
|      78 |       15900 |       01:22:23 |       71.46% |       0.8257 |          0.0010 |
|      78 |       15950 |       01:22:39 |       73.02% |       0.7850 |          0.0010 |
|      78 |       16000 |       01:22:55 |       71.42% |       0.8394 |          0.0010 |
|      78 |       16050 |       01:23:11 |       74.25% |       0.7312 |          0.0010 |
|      79 |       16100 |       01:23:28 |       72.84% |       0.7832 |          0.0010 |
|      79 |       16150 |       01:23:44 |       70.55% |       0.8300 |          0.0010 |
|      79 |       16200 |       01:24:00 |       72.48% |       0.8048 |          0.0010 |
|      79 |       16250 |       01:24:16 |       68.63% |       0.8911 |          0.0010 |
|      80 |       16300 |       01:24:32 |       71.52% |       0.8155 |          0.0010 |
|      80 |       16350 |       01:24:49 |       70.59% |       0.8145 |          0.0010 |
|      80 |       16400 |       01:25:05 |       72.71% |       0.8011 |          0.0010 |
|      80 |       16450 |       01:25:21 |       73.18% |       0.7754 |          0.0010 |
|      81 |       16500 |       01:25:37 |       71.33% |       0.8007 |          0.0010 |
|      81 |       16550 |       01:25:54 |       68.33% |       0.8869 |          0.0010 |
|      81 |       16600 |       01:26:09 |       70.36% |       0.8538 |          0.0010 |
|      81 |       16650 |       01:26:25 |       69.17% |       0.8719 |          0.0010 |
|      82 |       16700 |       01:26:40 |       71.25% |       0.8353 |          0.0010 |
|      82 |       16750 |       01:26:55 |       71.15% |       0.8211 |          0.0010 |
|      82 |       16800 |       01:27:10 |       71.75% |       0.8274 |          0.0010 |
|      82 |       16850 |       01:27:25 |       72.81% |       0.7920 |          0.0010 |
|      83 |       16900 |       01:27:40 |       69.13% |       0.8698 |          0.0010 |
|      83 |       16950 |       01:27:56 |       67.08% |       0.9262 |          0.0010 |
|      83 |       17000 |       01:28:11 |       70.48% |       0.8359 |          0.0010 |
|      83 |       17050 |       01:28:26 |       72.29% |       0.7975 |          0.0010 |
|      84 |       17100 |       01:28:42 |       70.95% |       0.8196 |          0.0010 |
|      84 |       17150 |       01:28:57 |       69.29% |       0.8738 |          0.0010 |
|      84 |       17200 |       01:29:12 |       72.65% |       0.7807 |          0.0010 |
|      84 |       17250 |       01:29:28 |       71.06% |       0.8134 |          0.0010 |
|      84 |       17300 |       01:29:43 |       67.44% |       0.9179 |          0.0010 |
|      85 |       17350 |       01:29:58 |       68.53% |       0.8974 |          0.0010 |
|      85 |       17400 |       01:30:13 |       72.21% |       0.8079 |          0.0010 |
